gene_name,gene_id,tax_id
Tb927.1.2985,4357367,185431
Tb927.1.2990,4357368,185431
Tb927.1.3000,4357369,185431
cg1722,33101,7227
Tb927.1.3010,4357370,185431
Tb927.1.3020,4357371,185431
vacuolar protein sorting 41,837340,3702
Tb927.1.3040,4357373,185431
Tb927.1.3050,4357374,185431
Tb927.1.3070,4357376,185431
lysC,26067588,7227
Dug,33105,7227
Tb927.1.3080,4357377,185431
Tb927.1.3090,4357378,185431
Tb927.1.3100,4357379,185431
calreticulin 3,837365,3702
Tb927.1.3110,4357380,185431
pros45,33105,7227
Tb927.1.3120,4357381,185431
Tb927.1.3130,4357382,185431
Tb927.1.3140,4357383,185431
histone deacetylase 8,837366,3702
Tb927.1.3150,4357384,185431
Tb927.1.3160,4357385,185431
Fli-I,33110,7227
miR-9369,30522421,7227
Tb927.1.3170,4357386,185431
Tb927.1.3180,4357387,185431
fli-I,33110,7227
Tb927.1.3190,4357388,185431
Tb927.1.3200,4357389,185431
miR-9383,30522427,7227
Tb927.1.3210,4357390,185431
Tb927.1.3220,4357391,185431
Tb927.1.3230,4357392,185431
sep1,33114,7227
Tb927.1.3250,4357394,185431
Tb927.1.3260,4357395,185431
Tb927.1.3270,4357396,185431
phosphoenolpyruvate carboxylase kinase 1,837387,3702
Tb927.1.3280,4357397,185431
HLC,33118,7227
Tb927.1.3290,4357398,185431
hlc,33118,7227
Tb927.1.3300,4357399,185431
Tb927.1.3310,4357400,185431
Tb927.1.3320,4357401,185431
Tb927.1.3330,4357402,185431
esi-2.1,36786390,7227
cation exchanger 11,837416,3702
Tb927.1.3340,4357403,185431
IR20a,33126,7227
Tb927.1.3350,4357404,185431
Tb927.1.3360,4357405,185431
Cyp6T1,33127,7227
Tb927.1.3370,4357406,185431
Tb927.1.3380,4357407,185431
miR-11182,36786392,7227
Tb927.1.3390,4357408,185431
Tb927.1.3400,4357409,185431
Tb927.1.3410,4357410,185431
Tb927.1.3420,4357411,185431
TilB,33130,7227
soybean gene regulated by cold-2,837428,3702
Tb927.1.3430,4357412,185431
Tb927.1.3440,4357413,185431
Tb927.1.3450,4357414,185431
Tb927.1.3460,4357415,185431
Tb927.1.3470,4357416,185431
Tb927.1.3480,4357417,185431
M(2)56f,40120008,7227
WAP,33131,7227
Tb927.1.3490,4357418,185431
Tb927.1.3510,4357420,185431
Tb927.1.3520,4357421,185431
Tb927.1.3530,4357422,185431
riq,33131,7227
chloroplast RNA binding,837455,3702
Tb927.1.3540,4357423,185431
Tb927.1.3550,4357424,185431
Tb927.1.3560,4357425,185431
Tb927.1.3570,4357426,185431
Tb927.1.3580,4357427,185431
CP110,33136,7227
Tb927.1.3590,4357428,185431
Tb927.1.3600,4357429,185431
Tb927.1.3610,4357430,185431
phytochrome interacting factor 3,837479,3702
Tb927.1.3620,4357431,185431
Tb927.1.3630,4357432,185431
Rsk,33139,7227
S6KII,33139,7227
Tb927.1.3640,4357433,185431
dRsk,33139,7227
Tb927.1.3650,4357434,185431
rsk,33139,7227
Tb927.1.3670,4357435,185431
Tb927.1.3680,4357436,185431
Tb927.1.3700,4357437,185431
Tb927.1.3710,4357438,185431
Tb927.1.3720,4357439,185431
Tb927.1.3730,4357440,185431
CLUAP1,33142,7227
ATP phosphoribosyl transferase 2,837509,3702
Tb927.1.3740,4357448,185431
Fog,33148,7227
Tb927.1.3750,4357451,185431
Tb927.1.3760,4357452,185431
sucrose transporter 4,837530,3702
Tb927.1.3770,4357453,185431
Tb927.1.3800,4357454,185431
Tb927.1.3810,4357455,185431
L(2)GL,33156,7227
L(2)gl,33156,7227
Tb927.1.3820,4357456,185431
Lgl,33156,7227
Tb927.1.3840,4357458,185431
Tb927.1.3850,4357459,185431
Tb927.1.3860,4357460,185431
lgl,33156,7227
Tb927.1.3870,4357461,185431
Tb927.1.3880,4357462,185431
Tb927.1.3890,4357463,185431
Tb927.1.3900,4357464,185431
Tb927.1.3910,4357465,185431
Tb927.1.3920,4357466,185431
xyloglucan:xyloglucosyl transferase 33,837596,3702
IR21a,33157,7227
Tb927.1.3930,4357467,185431
ir21a,33157,7227
Tb927.1.3940,4357468,185431
Tb927.1.3950,4357469,185431
Tb927.1.3960,4357470,185431
Tb927.1.3970,4357471,185431
Tb927.1.3980,4357472,185431
Dbr,33161,7227
Tb927.1.3990,4357473,185431
Tb927.1.4000,4357474,185431
Tb927.1.4010,4357475,185431
Tb927.1.4020,4357476,185431
NHE1,33167,7227
nhe1,33167,7227
Tb927.1.4030,4357477,185431
Tb927.1.4040,4357478,185431
sugar transporter 1,837667,3702
Tb927.1.4050,4357479,185431
Tb927.1.4060,4357480,185431
Tb927.1.4070,4357481,185431
Tb927.1.4080,4357482,185431
GS1,33172,7227
Tb927.1.4090,4357483,185431
GsI,33172,7227
Tb927.1.4130,4357486,185431
Tb927.1.4140,4357487,185431
gsI,33172,7227
Tb927.1.4150,4357488,185431
Tb927.1.4160,4357489,185431
Tb927.1.4170,4357490,185431
Seryl-tRNA synthetase,837734,3702
Tb927.1.4180,4357491,185431
Tb927.1.4200,4357493,185431
cg11454,33175,7227
Tb927.1.4210,4357494,185431
Tb927.1.4220,4357495,185431
Tb927.1.4230,4357496,185431
Tb927.1.4240,4357497,185431
Tb927.1.4250,4357498,185431
Tb927.1.4270,4357500,185431
Tb927.1.4280,4357501,185431
Tb927.1.4290,4357502,185431
KIS,33185,7227
cytB,11341281,300877
Tb927.1.4300,4357503,185431
Kis,33185,7227
Tb927.1.4310,4357504,185431
Tb927.1.4320,4357505,185431
coilin,837860,3702
Tb927.1.4330,4357506,185431
Tb927.1.4340,4357507,185431
Tb927.1.4350,4357508,185431
SMO,33196,7227
Smo,33196,7227
Tb927.1.4370,4357510,185431
Tb927.1.4380,4357511,185431
Tb927.1.4390,4357512,185431
Tb927.1.4400,4357513,185431
Tb927.1.4410,4357514,185431
Tb927.1.4420,4357515,185431
Tb927.1.4430,4357516,185431
Tb927.1.4440,4357517,185431
Tb927.1.4500,4357518,185431
dAmn,33199,7227
methionine aminopeptidase 1B,837887,3702
Tb927.1.4510,4357519,185431
Tb927.1.4520,4357520,185431
Tb927.1.4540,4357522,185431
Tb927.1.4550,4357523,185431
beta-xylosidase 2,837940,3702
Tb927.1.4560,4357524,185431
U2AF38,33201,7227
Tb927.1.4570,4357525,185431
Tb927.1.4580,4357526,185431
dU2AF38,33201,7227
Tb927.1.4590,4357527,185431
cox3,10351823,310659
Tb927.1.4600,4357528,185431
u2af38,33201,7227
Tb927.1.4620,4357530,185431
cytb,17728634,303753
Tb927.1.4630,4357531,185431
Hop,33202,7227
Tb927.1.4640,4357532,185431
Tb927.1.4650,4357533,185431
Tb927.1.4660,4357534,185431
eukaryotic elongation factor 5A-1,837955,3702
dhop,33202,7227
Tb927.1.4670,4357535,185431
hop,33202,7227
Tb927.1.4680,4357536,185431
cox2,10351837,310659
Tb927.1.4690,4357537,185431
Tb927.1.4700,4357538,185431
Tb927.1.4710,4357539,185431
Tb927.1.4720,4357540,185431
protein kinase 2A,837999,3702
cox1,10351856,310659
PI3K21B,33203,7227
Tb927.1.4730,4357541,185431
Pi3K21B,33203,7227
Tb927.1.4740,4357542,185431
p60,33203,7227
Tb927.1.4750,4357543,185431
Pi3k21B,33203,7227
Tb927.1.4760,4357544,185431
dP60,33203,7227
Tb927.1.4770,4357545,185431
dp60,33203,7227
Tb927.1.4780,4357546,185431
p60,33203,7227
Tb927.1.4790,4357547,185431
ubiquitin carrier protein 1,838002,3702
Tb927.1.4800,4357548,185431
Tb927.1.4820,4357550,185431
Tb927.1.4830,4357551,185431
PLC21C,33204,7227
PLC21c,33204,7227
Tb927.1.4840,4357552,185431
Tb927.1.4850,4357553,185431
Tb927.1.4870,4357555,185431
plc-21,33204,7227
plc21,33204,7227
Tb927.1.4880,4357556,185431
plc21C,33204,7227
plc21c,33204,7227
plcbeta21c,33204,7227
Tb927.1.4890,4357557,185431
Tb927.1.4900,4357558,185431
Tb927.1.4910,4357559,185431
basic pentacysteine 2,838031,3702
Tb927.1.4920,4357560,185431
Tb927.1.4930,4357561,185431
Tb927.1.4940,4357562,185431
DmEnt1,33207,7227
Tb927.1.4950,4357563,185431
ENT1,33207,7227
Tb927.1.4960,4357564,185431
Tb927.1.4970,4357565,185431
ent1,33207,7227
Tb927.1.4990,4357567,185431
AL,33208,7227
Al,33208,7227
Tb927.1.5000,4357568,185431
Tb927.1.5010,4357569,185431
Tb927.1.5020,4357570,185431
Tb927.1.5030,4357571,185431
lipid phosphate phosphatase 2,838072,3702
Tb927.1.5040,4357572,185431
Tb927.1.5050,4357573,185431
Tb927.1.5060,4357574,185431
Tb927.1.5080,4357576,185431
RPI135,33210,7227
Tb927.1.5090,4357577,185431
Tb927.1.5100,4357578,185431
pleiotropic drug resistance 7,838087,3702
Tb927.1.5110,4357579,185431
Tb927.1.5120,4357580,185431
ada,33211,7227
Tb927.1.5130,4357581,185431
alpha-Adaptin,33211,7227
alpha-ada,33211,7227
Tb927.1.5140,4357582,185431
alpha-adaptin,33211,7227
Tb927.1.5160,4357584,185431
alphaada,33211,7227
Tb927.1.5170,4357585,185431
cg4260,33211,7227
Tb927.1.5180,4357586,185431
Tb927.1.5190,4357587,185431
Tb927.1.5200,4357588,185431
signal recognition particle 54 kDa subunit,838100,3702
Tb927.1.5210,4357589,185431
Ebi,33212,7227
Tb927.1.5220,4357590,185431
Tb927.1.5230,4357591,185431
Tb927.1.5235,4357592,185431
Tb927.1.5240,4357593,185431
Tb927.1.5250,4357594,185431
periodic tryptophan protein 2,838115,3702
Tb927.1.5260,4357595,185431
Tb927.1.5270,4357596,185431
Tb927.1.5280,4357597,185431
Tb927.1.5290,4357598,185431
RpA2,33214,7227
Tb927.1.5300,4357599,185431
pleiotropic drug resistance 12,838122,3702
Rplp1,33214,7227
Tb927.1.5310,4357600,185431
rp21C,33214,7227
rpA2,33214,7227
Tb927.1.5320,4357601,185431
rpP2,33214,7227
rpa2,33214,7227
Tb927.1.5330,4357602,185431
myb domain protein 58,838219,3702
EX,33218,7227
Ex,33218,7227
CRQ,33219,7227
Cd36,33219,7227
Crq,33219,7227
cqr,33219,7227
senescence-related gene 1,838272,3702
Med15,33223,7227
med15,33223,7227
Cbt,33224,7227
ubiquitin-specific protease 15,838281,3702
USH,33225,7227
Ush,33225,7227
Dmubc9,33226,7227
Lwr,33226,7227
Ubc9,33226,7227
dUBC9,33226,7227
alanine aminotransferas,838301,3702
dUbc9,33226,7227
cytb,39341080,335548
ubc9,33226,7227
SPP,33227,7227
spp,33227,7227
D-ets-6,33229,7227
glyoxylate reductase 2,838342,3702
Ets6,33229,7227
ets21C,33229,7227
ets21c,33229,7227
Che-11,33230,7227
Oseg3,33230,7227
REMPA,33230,7227
RempA,33230,7227
PEP1 receptor 2,838353,3702
oseg3,33230,7227
tspo,33231,7227
nle,33234,7227
myb domain protein 52,838374,3702
SF3B1,33235,7227
ipk2,33236,7227
cyclin-dependent kinase D1;3,838384,3702
cg2813,33237,7227
PTTH,33238,7227
ptth,33238,7227
PPH13,33239,7227
pph13,33239,7227
sulfotransferase 17,838440,3702
ms5,3877421,367110
D-gsc,33240,7227
GSC,33240,7227
Pph25,33240,7227
gsc,33240,7227
DS,33245,7227
3-phosphoserine phosphatase,838445,3702
Ds,33245,7227
EAAT2,33247,7227
dEaat2,33247,7227
cg12506,33249,7227
WRKY DNA-binding protein 61,838467,3702
GR21a,33251,7227
Gr21D1,33251,7227
gr21a,33251,7227
Dg1,33253,7227
cytb,12798769,385653
PKG21D,33253,7227
Pkg1,33253,7227
BEL1-like homeodomain 10,838558,3702
dg1,33253,7227
pkg21D,33253,7227
cg3561,33254,7227
SAF6,33255,7227
saf6,33255,7227
IQD32,838575,3702
PEX12,33256,7227
pex12,33256,7227
male-gamete-specific histone H3,838577,3702
cytb,10964159,369970
CLP,33259,7227
Cpsf30,33259,7227
clp,33259,7227
DOCK,33262,7227
Dock,33262,7227
expansin 11,838608,3702
DRONGO,33263,7227
Kraken,33265,7227
DBE,33269,7227
Pnuts,33270,7227
NINAA,33271,7227
NinaA,33271,7227
catalase 1,838652,3702
WUSCHEL related homeobox 14,838660,3702
LSP1beta,33274,7227
Lsp-1beta,33274,7227
Lsp1,33274,7227
GLURIIC,33275,7227
ia2,33277,7227
cyclin-dependent kinase B2;2,838687,3702
squamosa promoter binding protein-like 14,838692,3702
s,33281,7227
Ast,33282,7227
Atg4,33283,7227
atg4,33283,7227
NAD kinase 2,838766,3702
TFB4,33294,7227
VPS29,33295,7227
TANGO14,33298,7227
F-box protein 7,838780,3702
cg4887,33304,7227
cg4896,33305,7227
TGT,33307,7227
poly(A) binding protein 3,838882,3702
tgt,33307,7227
ROBO3,33314,7227
Robo3,33314,7227
ferric reduction oxidase 3,838910,3702
robo-3,33314,7227
A5,33317,7227
dlc,33319,7227
Nlaz,33324,7227
glutamate:glyoxylate aminotransferase,838940,3702
cellulose synthase-like A3,838956,3702
Dor53,33335,7227
OR22a,33335,7227
dOr22a,33335,7227
dor53,33335,7227
beta carbonic anhydrase 3,838983,3702
Dor67,33336,7227
OR22b,33336,7227
dOr22b,33336,7227
dor67,33336,7227
or22b,33336,7227
gamma-adaptin 1,839001,3702
cytb,15332141,466049
Chinmo,33343,7227
CPB,33346,7227
formin homologue 4,839028,3702
Cpb,33346,7227
eno,33351,7227
DORNROSCHEN-like,839073,3702
cytb,37620998,461413
WDR62,33367,7227
wdr62,33367,7227
got2,33373,7227
AtPERK10,839156,3702
npc2a,33374,7227
SOB five-like 1,839162,3702
Itch,33379,7227
Su(DX),33379,7227
Su(Dx),33379,7227
su(dx),33379,7227
cytb,18252331,476017
Glp1,33386,7227
Glyp,33386,7227
glyP,33386,7227
UDP-glucose dehydrogenase 1,839197,3702
tbcd,33389,7227
aif,33390,7227
ribonuclease 3,839225,3702
AOP,33392,7227
Aop,33392,7227
Yan,33392,7227
aop/yan,33392,7227
yan,33392,7227
UCH,33397,7227
myosin XI B,839246,3702
Uch-D,33397,7227
Uchl1,33397,7227
dUch,33397,7227
uch,33397,7227
plant U-box 54,839251,3702
uch-D,33397,7227
Mio,33399,7227
Sea4,33399,7227
PAPI,33401,7227
Papi,33401,7227
cg7082,33401,7227
glycerol-3-phosphate acyltransferase 4,839297,3702
cou,948211,511145
gho,33409,7227
sec24,33409,7227
sten,33409,7227
ethylene-forming enzyme,839345,3702
Robl22E,33412,7227
Drab5,33418,7227
RAB5,33418,7227
dRab5,33418,7227
drab5,33418,7227
rab5,33418,7227
dual specificity kinase 1,839368,3702
eogt,33424,7227
DVGluT,33427,7227
DVGlut,33427,7227
DvGluT,33427,7227
DvGlut,33427,7227
rapid alkalinization factor 1,839389,3702
VGLUT,33427,7227
VGluT,33427,7227
Vglut,33427,7227
dVGLUT,33427,7227
dVGlut,33427,7227
dvGluT,33427,7227
dvGlut,33427,7227
dvglut,33427,7227
vGLUT,33427,7227
vGluT,33427,7227
ubiquitin-specific protease 2,839397,3702
vGlut,33427,7227
vglut,33427,7227
DPP,33432,7227
Dpp,33432,7227
ferric reduction oxidase 2,839411,3702
SLH,33434,7227
Sly1,33434,7227
rpoT,7195832,556484
slh,33434,7227
CYP309A1,33438,7227
Cyp309A1,33438,7227
thioredoxin M-type 1,839436,3702
rad1,33440,7227
glutathione S-transferase (class phi) 5,839479,3702
Insv,33441,7227
aldehyde oxidase 4,839488,3702
ARPC5,33444,7227
ArpC5,33444,7227
p16-ARC,33444,7227
p16-arc,33444,7227
DRP1,33445,7227
Drp,33445,7227
drp,33445,7227
drp-1,33445,7227
drp1,33445,7227
Arabidopsis thaliana gibberellin 2-oxidase 4,839508,3702
Dor64,33450,7227
dor64,33450,7227
or23a,33450,7227
MCP1b,839561,3702
trf4,33452,7227
CAMV movement protein interacting protein 7,839565,3702
GR23a,33453,7227
trf5,33454,7227
dicer-like 1,839574,3702
HRS,33458,7227
hrs,33458,7227
vps27,33458,7227
CWC25,33460,7227
adenine phosphoribosyl transferase 1,839636,3702
PGK,33461,7227
pgk,33461,7227
bacc,33462,7227
cytb,9222091,588074
FH interacting protein 1,839714,3702
snx21,33466,7227
Aph-1,33467,7227
Aph1,33467,7227
purine permease 1,839717,3702
aph1,33467,7227
cytb,17675752,658163
pen-1,33467,7227
TAF10b,33468,7227
ERF domain protein 12,839732,3702
TafII16,33468,7227
dTaf10b,33468,7227
ERF domain protein 11,839733,3702
taf10b,33468,7227
TAF10,33469,7227
dmTaf10,33469,7227
dtafII24,33469,7227
roxy19,839748,3702
taf10,33469,7227
taf24,33469,7227
vascular plant one zinc finger protein,839752,3702
DSyt,33473,7227
DSyt1,33473,7227
Dsyt2,33473,7227
SYT1,33473,7227
Syt,33473,7227
Syt I,33473,7227
dSYT,33473,7227
dSyt1,33473,7227
dsyt1,33473,7227
cytb,35456532,670347
syt,33473,7227
WRKY DNA-binding protein 65,839802,3702
syt 1,33473,7227
syt I,33473,7227
syt-1,33473,7227
syt1,33473,7227
sytI,33473,7227
Alp23B,33474,7227
Alp23b,33474,7227
DAW,33474,7227
Daw,33474,7227
WRKY DNA-binding protein 71,839864,3702
cg16987,33474,7227
DUOX,33477,7227
dduox,33477,7227
duOx,33477,7227
duox,33477,7227
nine-cis-epoxycarotenoid dioxygenase 5,839889,3702
rpS21,33487,7227
Lilli,33496,7227
WRKY DNA-binding protein 14,839945,3702
Su(Raf)2a,33496,7227
l(2)k07920,33496,7227
sulfiredoxin,840004,3702
RBP9,33498,7227
rbp9,33498,7227
rrm10,33498,7227
rrm9,33498,7227
TS,33499,7227
AtSBT3.5,840188,3702
RRP1,33500,7227
gamma-tub,33501,7227
gamma-tub23C,33501,7227
gammaTUB23C,33501,7227
gammaTub,33501,7227
gammatub,33501,7227
gammatub23C,33501,7227
methyl esterase 14,840296,3702
CHD1,33505,7227
chd1,33505,7227
inositol polyphosphate 5-phosphatase I,840311,3702
DmRad54,33507,7227
Dmrad54,33507,7227
OKR,33507,7227
Okr,33507,7227
Rad54,33507,7227
rad54,33507,7227
SF3B2,33514,7227
calcium-dependent protein kinase 2,840471,3702
Cnir,33520,7227
BcDNA:gh07626,33524,7227
nitrate reductase 2,840630,3702
Fas,33524,7227
Fasn,33524,7227
Fasn1,33524,7227
glyceraldehyde-3-phosphate dehydrogenase B subunit,840895,3702
fas,33524,7227
Toc,33526,7227
l(2)k08224,33526,7227
MAD,33529,7227
thioredoxin H-type 5,841082,3702
P-mad,33529,7227
dMad,33529,7227
l(2)k00237,33529,7227
mad,33529,7227
p-MAD,33529,7227
p-Mad,33529,7227
cytb,17675790,872127
pMAD,33529,7227
pMad,33529,7227
Gkt,33530,7227
responsive to dehydration 21A,841122,3702
Tdp1,33530,7227
HYDR2,33532,7227
c24,33532,7227
cg3488,33532,7227
PTPA,33555,7227
PGANT2,33556,7227
pgant2,33556,7227
snx1,33560,7227
COG3,33562,7227
SEC5,33563,7227
sec5,33563,7227
MSL-2,33565,7227
Msl-2,33565,7227
Msl2,33565,7227
msl,33565,7227
msl2,33565,7227
pif1,33567,7227
4e-BP,33569,7227
4e-bp,33569,7227
4eBP,33569,7227
4ebp,33569,7227
d4e-bp,33569,7227
d4eBP,33569,7227
thor,33569,7227
TIM,33571,7227
Tim,33571,7227
dTim,33571,7227
dtim,33571,7227
SR-CIV,33576,7227
spindly,33578,7227
Che-13,33579,7227
che-13,33579,7227
SOB,33581,7227
Sob,33581,7227
ODD,33583,7227
Odd,33583,7227
shaw,33599,7227
BOWL,33602,7227
Bowl,33602,7227
aka,33604,7227
cg3407,33606,7227
SLP1,33607,7227
Slp,33607,7227
Slp1,33607,7227
slp,33607,7227
slp-1,33607,7227
Slp,33608,7227
Slp2,33608,7227
slp,33608,7227
cep97,33610,7227
Capu,33611,7227
Fred,33613,7227
Ed,33619,7227
SR-CI,33621,7227
Sr-C1,33621,7227
Sr-Cl,33621,7227
dSR-CI,33621,7227
FT,33627,7227
Ft,33627,7227
cg3702,33628,7227
Dub52,33629,7227
RPL40,33629,7227
Rpl40,33629,7227
Dart2,33631,7227
TRAF4,33638,7227
Traf1,33638,7227
dTRAF,33638,7227
dTRAF1,33638,7227
dTraf1,33638,7227
dtraf1,33638,7227
traf1,33638,7227
traf4,33638,7227
PSF2,33641,7227
dtps1,33642,7227
tps,33642,7227
tps1,33642,7227
cg15432,33647,7227
Morgue,33648,7227
ELP3,33649,7227
elp3,33649,7227
cg15440,33652,7227
GS1l,33653,7227
M(2)z,33654,7227
RpL27a,33654,7227
rpL27a,33654,7227
Fig4,33658,7227
Umbrea,33661,7227
umbrea,33661,7227
bsg25A,33669,7227
cytb,18252245,1283716
cytb,37621036,1246547
TAF12L,33672,7227
Taf30alpha-2,33672,7227
rye,33672,7227
cg3294,33677,7227
cg3225,33680,7227
FNTA,33682,7227
IR25a,33683,7227
ir25a,33683,7227
Mxt,33686,7227
cg2950,33686,7227
cytb,55288120,1364912
MON1,33689,7227
mon1,33689,7227
Smog,33690,7227
CF2,33692,7227
cf2,33692,7227
sgs,33701,7227
sgs-1,33701,7227
sgs1,33701,7227
betaGGT-I,33704,7227
betaggt,33704,7227
ggt1,33704,7227
JET,33705,7227
Jet,33705,7227
MARCAL1,33709,7227
Trip1,33710,7227
SCOX,33711,7227
scox,33711,7227
GMD,33716,7227
gmd,33716,7227
rtnl1,33721,7227
SELT,33725,7227
Vkg,33726,7227
Cg25C,33727,7227
Cg25c,33727,7227
Col4A1,33727,7227
Dcg1,33727,7227
cg25C,33727,7227
cg25c,33727,7227
col4a1,33727,7227
dcg1,33727,7227
RPN11,33738,7227
RPn11,33738,7227
rpn11,33738,7227
Cyp28D2,33748,7227
CYP28d1,33749,7227
TKV,33753,7227
Tkv,33753,7227
dtfr,33753,7227
tkv1,33753,7227
CYP4ac1,33754,7227
Cyp4AC1,33754,7227
cyp4ac1,33754,7227
CYP4ac2,33755,7227
Cyp4AC3,33756,7227
bsg25D,33757,7227
nin,33757,7227
BUB1,33758,7227
bub1,33758,7227
VRI,33759,7227
Vri,33759,7227
NCOA6,33761,7227
NcoA6,33761,7227
TOTM,33764,7227
cytb,36941127,1567524
totM,33764,7227
Fusl,33765,7227
NOMPC,33768,7227
cytb,36941232,1568924
NompC,33768,7227
dm-H15,33769,7227
nmr,33769,7227
nmr1,33769,7227
MID,33770,7227
Mid,33770,7227
CAP-D3,33778,7227
cap-D3,33778,7227
dCap-D3,33778,7227
Tomb,33779,7227
HEL25E,33781,7227
Hel,33781,7227
Uap56,33781,7227
Wm6,33781,7227
hel,33781,7227
uap56,33781,7227
Dm[[o]],33782,7227
Dmo,33782,7227
LAM,33782,7227
lam,33782,7227
lamDm0,33782,7227
lamDm[[0]],33782,7227
lamin B,33782,7227
lamin Dm[[0]],33782,7227
DGluRIIa,33788,7227
GluRIIa,33788,7227
GlurIIA,33788,7227
dGluRII,33788,7227
dGluRIIA,33788,7227
dglur-IIA,33788,7227
dglurIIA,33788,7227
gluRIIA,33788,7227
glurIIA,33788,7227
gluriia,33788,7227
cytb,36941193,2171663
cytb,37620960,2025600
GluRIIb,33789,7227
cytb,36941031,2171769
dGluRIIB,33789,7227
dglurIIB,33789,7227
glurIIB,33789,7227
cytb,36941107,2171770
cytb,37629354,2025601
HSP60C,33796,7227
hsp60C,33796,7227
Obst-E,33806,7227
Acp26a,33816,7227
acp26Ab,33816,7227
Acp26a,33817,7227
ovulin,33817,7227
Bchs,33819,7227
alfy,33819,7227
DSF,33823,7227
Dsf,33823,7227
G3pdh,33824,7227
Gpd,33824,7227
Gpdh,33824,7227
alpha-Gpdh,33824,7227
alphaGpdh,33824,7227
gpdh,33824,7227
gpdh-1,33824,7227
sV23,33827,7227
sv23,33827,7227
VM26Ac,33828,7227
